SampleType,Lake,YearSampled,StationName,Date,Time,Temperature,MeasurementType
Temperature,Beverley,2010,Beverley Uno Creek,7/1/10,10:17:00 PM,5.25,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/1/10,11:27:00 PM,5.125,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,12:37:00 AM,5,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,1:47:00 AM,4.875,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,2:57:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,4:07:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,5:17:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,6:27:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,7:37:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,8:47:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,9:57:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,11:07:00 AM,4.875,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,12:17:00 PM,5.125,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,1:27:00 PM,5.125,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,2:37:00 PM,5.25,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,3:47:00 PM,5.375,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,4:57:00 PM,5.375,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,6:07:00 PM,5.5,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,7:17:00 PM,5.5,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,8:27:00 PM,5.5,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,9:37:00 PM,5.25,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,10:47:00 PM,5.125,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/2/10,11:57:00 PM,5,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,1:07:00 AM,4.875,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,2:17:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,3:27:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,4:37:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,5:47:00 AM,4.625,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,6:57:00 AM,4.625,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,8:07:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,9:17:00 AM,4.875,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,10:27:00 AM,5.125,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,11:37:00 AM,5.625,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,12:47:00 PM,6.375,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,1:57:00 PM,7,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,3:07:00 PM,7.5,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,4:17:00 PM,7.375,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,5:27:00 PM,7.625,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,6:37:00 PM,7.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,7:47:00 PM,7.25,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,8:57:00 PM,6.5,iButton
